Date,Group,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions
01/01/2020-04/30/2022,By Total,Delaware,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,160.0,165.0
01/01/2020-04/30/2022,By Total,Delaware,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,239.0,260.0
01/01/2020-04/30/2022,By Total,Delaware,Sepsis,Sepsis,A40-A41,All Ages,275.0,276.0
01/01/2020-04/30/2022,By Total,Delaware,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,191.0,227.0
01/01/2020-04/30/2022,By Total,Delaware,Diabetes,Diabetes,E10-E14,All Ages,395.0,398.0
01/01/2020-04/30/2022,By Total,Delaware,Obesity,Obesity,E65-E68,All Ages,193.0,193.0
01/01/2020-04/30/2022,By Total,Delaware,Alzheimer disease,Alzheimer disease,G30,All Ages,153.0,154.0
01/01/2020-04/30/2022,By Total,Delaware,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,391.0,391.0
01/01/2020-04/30/2022,By Total,Delaware,Renal failure,Renal failure,N17-N19,All Ages,348.0,358.0
01/01/2020-04/30/2022,By Total,Delaware,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,74.0,125.0
01/01/2020-04/30/2022,By Total,Delaware,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,1271.0,1848.0
01/01/2020-04/30/2022,By Total,Delaware,COVID-19,COVID-19,U071,All Ages,2909.0,2909.0
01/01/2020-04/30/2022,By Total,District of Columbia,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1467.0,1477.0
01/01/2020-04/30/2022,By Total,District of Columbia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,234.0,243.0
01/01/2020-04/30/2022,By Total,District of Columbia,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1070.0,1070.0
01/01/2020-04/30/2022,By Total,District of Columbia,Respiratory diseases,Respiratory failure,J96,All Ages,177.0,187.0
01/01/2020-04/30/2022,By Total,District of Columbia,Respiratory diseases,Respiratory arrest,R09.2,All Ages,,
01/01/2020-04/30/2022,By Total,District of Columbia,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,43.0,43.0
01/01/2020-04/30/2022,By Total,District of Columbia,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,1123.0,1128.0
01/01/2020-04/30/2022,By Total,District of Columbia,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,229.0,245.0
01/01/2020-04/30/2022,By Total,District of Columbia,Circulatory diseases,Cardiac arrest,I46,All Ages,16.0,16.0
01/01/2020-04/30/2022,By Total,District of Columbia,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,96.0,97.0
01/01/2020-04/30/2022,By Total,District of Columbia,Circulatory diseases,Heart failure,I50,All Ages,123.0,123.0
01/01/2020-04/30/2022,By Total,District of Columbia,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,94.0,97.0
01/01/2020-04/30/2022,By Total,District of Columbia,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,130.0,150.0
01/01/2020-04/30/2022,By Total,District of Columbia,Sepsis,Sepsis,A40-A41,All Ages,84.0,84.0
01/01/2020-04/30/2022,By Total,District of Columbia,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,197.0,208.0
01/01/2020-04/30/2022,By Total,District of Columbia,Diabetes,Diabetes,E10-E14,All Ages,741.0,746.0
01/01/2020-04/30/2022,By Total,District of Columbia,Obesity,Obesity,E65-E68,All Ages,184.0,184.0
01/01/2020-04/30/2022,By Total,District of Columbia,Alzheimer disease,Alzheimer disease,G30,All Ages,24.0,24.0
01/01/2020-04/30/2022,By Total,District of Columbia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,155.0,155.0
01/01/2020-04/30/2022,By Total,District of Columbia,Renal failure,Renal failure,N17-N19,All Ages,158.0,159.0
01/01/2020-04/30/2022,By Total,District of Columbia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,79.0,138.0
01/01/2020-04/30/2022,By Total,District of Columbia,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,683.0,964.0
01/01/2020-04/30/2022,By Total,District of Columbia,COVID-19,COVID-19,U071,All Ages,1993.0,1993.0
01/01/2020-04/30/2022,By Total,Florida,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,41538.0,42279.0
01/01/2020-04/30/2022,By Total,Florida,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,7104.0,7398.0
01/01/2020-04/30/2022,By Total,Florida,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,6231.0,6231.0
01/01/2020-04/30/2022,By Total,Florida,Respiratory diseases,Respiratory failure,J96,All Ages,25306.0,25727.0
01/01/2020-04/30/2022,By Total,Florida,Respiratory diseases,Respiratory arrest,R09.2,All Ages,1081.0,1081.0
01/01/2020-04/30/2022,By Total,Florida,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,3392.0,3562.0
01/01/2020-04/30/2022,By Total,Florida,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,15321.0,15437.0
01/01/2020-04/30/2022,By Total,Florida,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,10100.0,10654.0
01/01/2020-04/30/2022,By Total,Florida,Circulatory diseases,Cardiac arrest,I46,All Ages,7052.0,7053.0
01/01/2020-04/30/2022,By Total,Florida,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,4862.0,4955.0
01/01/2020-04/30/2022,By Total,Florida,Circulatory diseases,Heart failure,I50,All Ages,3920.0,3925.0
01/01/2020-04/30/2022,By Total,Florida,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,3509.0,3616.0
01/01/2020-04/30/2022,By Total,Florida,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,4672.0,5111.0
01/01/2020-04/30/2022,By Total,Florida,Sepsis,Sepsis,A40-A41,All Ages,6729.0,6731.0
01/01/2020-04/30/2022,By Total,Florida,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,3691.0,4210.0
01/01/2020-04/30/2022,By Total,Florida,Diabetes,Diabetes,E10-E14,All Ages,10584.0,10624.0
01/01/2020-04/30/2022,By Total,Florida,Obesity,Obesity,E65-E68,All Ages,3669.0,3676.0
01/01/2020-04/30/2022,By Total,Florida,Alzheimer disease,Alzheimer disease,G30,All Ages,1309.0,1319.0
01/01/2020-04/30/2022,By Total,Florida,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,5689.0,5705.0
01/01/2020-04/30/2022,By Total,Florida,Renal failure,Renal failure,N17-N19,All Ages,6414.0,6659.0
01/01/2020-04/30/2022,By Total,Florida,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,1699.0,3252.0
01/01/2020-04/30/2022,By Total,Florida,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,26583.0,38843.0
01/01/2020-04/30/2022,By Total,Florida,COVID-19,COVID-19,U071,All Ages,69865.0,69865.0
01/01/2020-04/30/2022,By Total,Georgia,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,16495.0,16856.0
01/01/2020-04/30/2022,By Total,Georgia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,2026.0,2110.0
01/01/2020-04/30/2022,By Total,Georgia,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,2511.0,2511.0
01/01/2020-04/30/2022,By Total,Georgia,Respiratory diseases,Respiratory failure,J96,All Ages,14983.0,15288.0
01/01/2020-04/30/2022,By Total,Georgia,Respiratory diseases,Respiratory arrest,R09.2,All Ages,840.0,840.0
01/01/2020-04/30/2022,By Total,Georgia,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,1512.0,1566.0
01/01/2020-04/30/2022,By Total,Georgia,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,4724.0,4848.0
01/01/2020-04/30/2022,By Total,Georgia,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1975.0,2088.0
01/01/2020-04/30/2022,By Total,Georgia,Circulatory diseases,Cardiac arrest,I46,All Ages,4681.0,4685.0
01/01/2020-04/30/2022,By Total,Georgia,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,1562.0,1585.0
01/01/2020-04/30/2022,By Total,Georgia,Circulatory diseases,Heart failure,I50,All Ages,2007.0,2008.0
01/01/2020-04/30/2022,By Total,Georgia,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,1348.0,1386.0
01/01/2020-04/30/2022,By Total,Georgia,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,2096.0,2234.0
01/01/2020-04/30/2022,By Total,Georgia,Sepsis,Sepsis,A40-A41,All Ages,4447.0,4448.0
01/01/2020-04/30/2022,By Total,Georgia,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,1296.0,1445.0
01/01/2020-04/30/2022,By Total,Georgia,Diabetes,Diabetes,E10-E14,All Ages,3606.0,3623.0
01/01/2020-04/30/2022,By Total,Georgia,Obesity,Obesity,E65-E68,All Ages,1461.0,1464.0
01/01/2020-04/30/2022,By Total,Georgia,Alzheimer disease,Alzheimer disease,G30,All Ages,793.0,795.0
01/01/2020-04/30/2022,By Total,Georgia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1672.0,1674.0
01/01/2020-04/30/2022,By Total,Georgia,Renal failure,Renal failure,N17-N19,All Ages,3206.0,3341.0
01/01/2020-04/30/2022,By Total,Georgia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,543.0,1015.0
01/01/2020-04/30/2022,By Total,Georgia,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,12617.0,17819.0
01/01/2020-04/30/2022,By Total,Georgia,COVID-19,COVID-19,U071,All Ages,32305.0,32305.0
01/01/2020-04/30/2022,By Total,Hawaii,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,724.0,781.0
01/01/2020-04/30/2022,By Total,Hawaii,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,82.0,89.0
01/01/2020-04/30/2022,By Total,Hawaii,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,166.0,166.0
01/01/2020-04/30/2022,By Total,Hawaii,Respiratory diseases,Respiratory failure,J96,All Ages,462.0,470.0
01/01/2020-04/30/2022,By Total,Hawaii,Respiratory diseases,Respiratory arrest,R09.2,All Ages,14.0,14.0
01/01/2020-04/30/2022,By Total,Hawaii,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,113.0,122.0
01/01/2020-04/30/2022,By Total,Hawaii,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,150.0,150.0
01/01/2020-04/30/2022,By Total,Hawaii,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,138.0,155.0
01/01/2020-04/30/2022,By Total,Hawaii,Circulatory diseases,Cardiac arrest,I46,All Ages,161.0,161.0
01/01/2020-04/30/2022,By Total,Hawaii,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,75.0,80.0
01/01/2020-04/30/2022,By Total,Hawaii,Circulatory diseases,Heart failure,I50,All Ages,100.0,100.0
01/01/2020-04/30/2022,By Total,Hawaii,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,73.0,76.0
01/01/2020-04/30/2022,By Total,Hawaii,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,123.0,144.0
01/01/2020-04/30/2022,By Total,Hawaii,Sepsis,Sepsis,A40-A41,All Ages,126.0,126.0
01/01/2020-04/30/2022,By Total,Hawaii,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,62.0,85.0
01/01/2020-04/30/2022,By Total,Hawaii,Diabetes,Diabetes,E10-E14,All Ages,194.0,197.0
01/01/2020-04/30/2022,By Total,Hawaii,Obesity,Obesity,E65-E68,All Ages,76.0,76.0
01/01/2020-04/30/2022,By Total,Hawaii,Alzheimer disease,Alzheimer disease,G30,All Ages,18.0,18.0
01/01/2020-04/30/2022,By Total,Hawaii,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,62.0,62.0
01/01/2020-04/30/2022,By Total,Hawaii,Renal failure,Renal failure,N17-N19,All Ages,192.0,208.0
01/01/2020-04/30/2022,By Total,Hawaii,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,50.0,86.0
01/01/2020-04/30/2022,By Total,Hawaii,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,547.0,871.0
01/01/2020-04/30/2022,By Total,Hawaii,COVID-19,COVID-19,U071,All Ages,1371.0,1371.0
01/01/2020-04/30/2022,By Total,Idaho,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,2393.0,2520.0
01/01/2020-04/30/2022,By Total,Idaho,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,557.0,581.0
01/01/2020-04/30/2022,By Total,Idaho,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,650.0,650.0
01/01/2020-04/30/2022,By Total,Idaho,Respiratory diseases,Respiratory failure,J96,All Ages,2414.0,2513.0
01/01/2020-04/30/2022,By Total,Idaho,Respiratory diseases,Respiratory arrest,R09.2,All Ages,97.0,97.0
01/01/2020-04/30/2022,By Total,Idaho,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,326.0,347.0
01/01/2020-04/30/2022,By Total,Idaho,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,859.0,873.0
01/01/2020-04/30/2022,By Total,Idaho,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,508.0,555.0
01/01/2020-04/30/2022,By Total,Idaho,Circulatory diseases,Cardiac arrest,I46,All Ages,245.0,246.0
01/01/2020-04/30/2022,By Total,Idaho,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,432.0,444.0
01/01/2020-04/30/2022,By Total,Idaho,Circulatory diseases,Heart failure,I50,All Ages,464.0,465.0
01/01/2020-04/30/2022,By Total,Idaho,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,301.0,315.0
01/01/2020-04/30/2022,By Total,Idaho,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,486.0,538.0
01/01/2020-04/30/2022,By Total,Idaho,Sepsis,Sepsis,A40-A41,All Ages,331.0,331.0
01/01/2020-04/30/2022,By Total,Idaho,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,298.0,347.0
01/01/2020-04/30/2022,By Total,Idaho,Diabetes,Diabetes,E10-E14,All Ages,742.0,743.0
01/01/2020-04/30/2022,By Total,Idaho,Obesity,Obesity,E65-E68,All Ages,337.0,338.0
01/01/2020-04/30/2022,By Total,Idaho,Alzheimer disease,Alzheimer disease,G30,All Ages,194.0,197.0
01/01/2020-04/30/2022,By Total,Idaho,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,387.0,388.0
01/01/2020-04/30/2022,By Total,Idaho,Renal failure,Renal failure,N17-N19,All Ages,474.0,505.0
01/01/2020-04/30/2022,By Total,Idaho,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,148.0,262.0
01/01/2020-04/30/2022,By Total,Idaho,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,2543.0,4111.0
01/01/2020-04/30/2022,By Total,Idaho,COVID-19,COVID-19,U071,All Ages,4967.0,4967.0
01/01/2020-04/30/2022,By Total,Illinois,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,16419.0,16569.0
01/01/2020-04/30/2022,By Total,Illinois,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,4303.0,4440.0
01/01/2020-04/30/2022,By Total,Illinois,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1363.0,1363.0
01/01/2020-04/30/2022,By Total,Illinois,Respiratory diseases,Respiratory failure,J96,All Ages,11089.0,11361.0
01/01/2020-04/30/2022,By Total,Illinois,Respiratory diseases,Respiratory arrest,R09.2,All Ages,328.0,328.0
01/01/2020-04/30/2022,By Total,Illinois,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,935.0,969.0
01/01/2020-04/30/2022,By Total,Illinois,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,12452.0,12502.0
01/01/2020-04/30/2022,By Total,Illinois,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,4284.0,4438.0
01/01/2020-04/30/2022,By Total,Illinois,Circulatory diseases,Cardiac arrest,I46,All Ages,1398.0,1398.0
01/01/2020-04/30/2022,By Total,Illinois,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,2852.0,2888.0
01/01/2020-04/30/2022,By Total,Illinois,Circulatory diseases,Heart failure,I50,All Ages,3537.0,3542.0
01/01/2020-04/30/2022,By Total,Illinois,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,1340.0,1358.0
01/01/2020-04/30/2022,By Total,Illinois,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1925.0,2101.0
01/01/2020-04/30/2022,By Total,Illinois,Sepsis,Sepsis,A40-A41,All Ages,1937.0,1937.0
01/01/2020-04/30/2022,By Total,Illinois,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,2179.0,2375.0
01/01/2020-04/30/2022,By Total,Illinois,Diabetes,Diabetes,E10-E14,All Ages,7891.0,7903.0
01/01/2020-04/30/2022,By Total,Illinois,Obesity,Obesity,E65-E68,All Ages,2151.0,2151.0
01/01/2020-04/30/2022,By Total,Illinois,Alzheimer disease,Alzheimer disease,G30,All Ages,851.0,851.0
01/01/2020-04/30/2022,By Total,Illinois,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,2815.0,2819.0
01/01/2020-04/30/2022,By Total,Illinois,Renal failure,Renal failure,N17-N19,All Ages,2137.0,2207.0
01/01/2020-04/30/2022,By Total,Illinois,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,715.0,1338.0
01/01/2020-04/30/2022,By Total,Illinois,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,12023.0,16249.0
01/01/2020-04/30/2022,By Total,Illinois,COVID-19,COVID-19,U071,All Ages,34229.0,34229.0
01/01/2020-04/30/2022,By Total,Indiana,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,11903.0,12374.0
01/01/2020-04/30/2022,By Total,Indiana,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,2804.0,2951.0
01/01/2020-04/30/2022,By Total,Indiana,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1931.0,1931.0
01/01/2020-04/30/2022,By Total,Indiana,Respiratory diseases,Respiratory failure,J96,All Ages,9792.0,10289.0
01/01/2020-04/30/2022,By Total,Indiana,Respiratory diseases,Respiratory arrest,R09.2,All Ages,367.0,367.0
01/01/2020-04/30/2022,By Total,Indiana,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,1468.0,1560.0
01/01/2020-04/30/2022,By Total,Indiana,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,4010.0,4064.0
01/01/2020-04/30/2022,By Total,Indiana,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,2747.0,2928.0
01/01/2020-04/30/2022,By Total,Indiana,Circulatory diseases,Cardiac arrest,I46,All Ages,1375.0,1376.0
01/01/2020-04/30/2022,By Total,Indiana,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,2215.0,2284.0
01/01/2020-04/30/2022,By Total,Indiana,Circulatory diseases,Heart failure,I50,All Ages,2100.0,2105.0
01/01/2020-04/30/2022,By Total,Indiana,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,1289.0,1361.0
01/01/2020-04/30/2022,By Total,Indiana,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1973.0,2174.0
01/01/2020-04/30/2022,By Total,Indiana,Sepsis,Sepsis,A40-A41,All Ages,2186.0,2186.0
01/01/2020-04/30/2022,By Total,Indiana,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,1361.0,1625.0
01/01/2020-04/30/2022,By Total,Indiana,Diabetes,Diabetes,E10-E14,All Ages,3502.0,3525.0
01/01/2020-04/30/2022,By Total,Indiana,Obesity,Obesity,E65-E68,All Ages,1061.0,1062.0
01/01/2020-04/30/2022,By Total,Indiana,Alzheimer disease,Alzheimer disease,G30,All Ages,862.0,863.0
01/01/2020-04/30/2022,By Total,Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,2412.0,2421.0
01/01/2020-04/30/2022,By Total,Indiana,Renal failure,Renal failure,N17-N19,All Ages,3005.0,3198.0
01/01/2020-04/30/2022,By Total,Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,674.0,1243.0
01/01/2020-04/30/2022,By Total,Indiana,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,11555.0,18923.0
01/01/2020-04/30/2022,By Total,Indiana,COVID-19,COVID-19,U071,All Ages,23637.0,23637.0
01/01/2020-04/30/2022,By Total,Iowa,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,3356.0,3459.0
01/01/2020-04/30/2022,By Total,Iowa,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1078.0,1123.0
01/01/2020-04/30/2022,By Total,Iowa,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,772.0,772.0
01/01/2020-04/30/2022,By Total,Iowa,Respiratory diseases,Respiratory failure,J96,All Ages,3660.0,3780.0
01/01/2020-04/30/2022,By Total,Iowa,Respiratory diseases,Respiratory arrest,R09.2,All Ages,345.0,345.0
01/01/2020-04/30/2022,By Total,Iowa,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,442.0,471.0
01/01/2020-04/30/2022,By Total,Iowa,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,1488.0,1499.0
01/01/2020-04/30/2022,By Total,Iowa,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1122.0,1217.0
01/01/2020-04/30/2022,By Total,Iowa,Circulatory diseases,Cardiac arrest,I46,All Ages,702.0,702.0
01/01/2020-04/30/2022,By Total,Iowa,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,879.0,899.0
01/01/2020-04/30/2022,By Total,Iowa,Circulatory diseases,Heart failure,I50,All Ages,946.0,946.0
01/01/2020-04/30/2022,By Total,Iowa,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,462.0,476.0
01/01/2020-04/30/2022,By Total,Iowa,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,767.0,869.0
01/01/2020-04/30/2022,By Total,Iowa,Sepsis,Sepsis,A40-A41,All Ages,625.0,626.0
01/01/2020-04/30/2022,By Total,Iowa,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,569.0,667.0
01/01/2020-04/30/2022,By Total,Iowa,Diabetes,Diabetes,E10-E14,All Ages,1388.0,1402.0
01/01/2020-04/30/2022,By Total,Iowa,Obesity,Obesity,E65-E68,All Ages,494.0,496.0
01/01/2020-04/30/2022,By Total,Iowa,Alzheimer disease,Alzheimer disease,G30,All Ages,492.0,492.0
01/01/2020-04/30/2022,By Total,Iowa,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1034.0,1035.0
01/01/2020-04/30/2022,By Total,Iowa,Renal failure,Renal failure,N17-N19,All Ages,943.0,991.0
01/01/2020-04/30/2022,By Total,Iowa,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,226.0,408.0
